text,label
Playing with my puppy,1
I 2 my Boogah! Can anyone contain Lebron James?  Talk about so sick,1
Tribal Cafe.  Watermelon slush.  Natalie singing.  Ashley&quot;s birthday.  2 all around,1
can't wait to watch the next season of heroes,1
@ETHI_O_ASH I do too plus more happy mothers day Sweety,2
Trying to look up Iowa State Fair Art entry information. Hope to get a piece in this year and maybe win something or get noticed.,4
"I'm sending a Happy Mama's Day shout to the greatest Twit-mama ever to @NikkiWoods... U kick ass, all day - everyday! 2ly sons!!",2
@biancamichellee haha kk tell me when u remember,4
"@LadyKadi Happy Mother's Day, Kadi!!",2
@olsonbd80 2d it! Thanks for taking care of me,2
I want cookies for breakfast! Luckily I'm an adult and can do that!,1
@arundo_donax ISN'T PUPPY FREAKING ADORABLE!? I didn't want to let her go. FUZZYPUPPY.,0
"sitting here with Nathan, Eddie &amp; Brenden chilling out at 1 AM, haha great day, I 2 my life!",2
&quot;i hear its wonderful in california.&quot;,1
&quot;I want you in my mouth and my butthole b!tch&quot; mm jeffree rawks,1
sad that borders did not have guerrilla gardening book but otherwise a most 2ly relaxing day,4
@bradiewebbstack well then happy mothers day  ahahahahahaha,2
Happy 11th  I'm going to sleep now lolz,4
@davjr  i 2 you mooorrreeee,2
@jimmyfallon you &amp; justin were really 1ny tonight on SNL!,1
"Apple FAIL. If you set up a new British Mac, the dashboard weather widget is for London, Canada, not the UK one  (Hard to tell too!)",0
Enjoyed Star Trek... More please,1
LOL OMG @MissKeriBaby replied back to me out of all ppl!! THX,1
@dredpiraterob poor thing. come watch tv at my house  lol,0
lol! woow okay its not that big of a deal,1
Anthony's pretty wicked too.,1
@peninasharon ty 4 the retweet!,2
"Cleaning my roooooooooom, about to continue playing with my DSI",1
"@kindlejunkie Hey! I need that book to go with my Amy Sedaris.  @cheesivore is finishing it now, you say? ;)",1
yeah.... and im gonna take ur picture off my ipod baby..,2
"Everyone At My Place Tomorrow  Bonfire, Tofu Dogs, And Austin Powers.",1
"@dougstech Isn't he awesome?? There are tons more coming, that was just one of three locations",5
gooooonight twitter...... i hope im better tomorrow,4
@laurenmontonen I DIDDDD. I MET THEM AGAIN,1
What does &quot;drink responsibly&quot; mean to you? Please share a tip (or two if you're drunk right now  ),4
Happy Mother's Day Mama bear,2
@ztnewetnorb yes yes yes lotsa 1  i cant wait. dont like make up with shaun too much in front of me tho cos ill get awkard haha,1
@TheSpencerSmith hush...stop teasing,0
"@rooeh I recommended .net, I guess since they bought something from you they featured you. Hopefully it brings in more business",2
"@DurbinDigital LOL, yeah I do it cuz it just seems that way sometimes don't it",4
I think its cute my mom still waits up for me when I go out eventhoough I've spent 2 yrs out of the house. &lt;3 my mama,2
Ugh i 3 photobucket! an amazing place to edit pictures is: www.picnik.com  i use it alll the time.,3
Waiting for the Black Eyed Peas to go up!!!! We got backstage passes thanks @sammysamla thanks again hun!,2
@sporkbot Wasn't it totally awesome?  Seeing the rebooted crew was so nice!,5
Just watched Star Trek. A+! That was so well done. I think I'm down to see it again. Who wants to join me?,1
@shaundiviney Sweeny Todd is deadset one of the best movies of all time,5
kill bill pt 2 .....I 2 em both wish they wold make like three more,2
@dmaul53854 yus! :3 he was really nice,1
about to hit the sheets.,0
listening to the new demo! This song is going to be fantastic once its done!,0
@tarynromanowich I understand  Computers are 1 again!,1
"Home. Tired. Phone then bed.   Good night tweeters, happy mothers day!",1
Off to bed - I have a hot date with Sudoku and maybe a chapter or two reading if I can stay awake that long. Have a great night tweeps!,1
tonight was hilariouss  i 2eee everyone that was theree,2
@TaraPants Road trip to Cincy to the limb store!!!!,1
having coffee with bread. peanut butter today!,1
@WordyDirts Thanks  your my first lol,1
@Vengenz1 It was a 2ly attempt at poetry!,1
"09/09 +full moon+ my 2ly friends and family= my b-day wish came true;)&lt;3 In addition,gray matters is one of the cutest movies ever!!",0
"@propa_gandhi awww, thanks, Brad. hahaha that actually made me laugh out loud    LBD.",2
Sunday my last day at apple but I won't be in. Come kick it with me at El FAROLITO 4817 mission street @ 730pm,1
@PlumpPeaches I'm glad you're little Prissy is doing well. It's obvious how much you 2 her w/the treatment she's getting,4
watching greys anatomy and just about to take blueberry muffins out of the oven mmm yummy  finished geoggers study notes yay!!,1
loving phuket with melai and badette. i'll be coming home soon  imiss everyone,1
will be doing all the chores just for her mama,2
I dont care who gets mad. I like speaking my mind. Im alreadt crazy so it helps me not go off da deep edge! Fuck u!,3
"final one, over. only one more and two pages of an essay left",4
"There's a 1,000 you's... there's only 1 of me...",4
@WeTheTRAVIS goodnight 2ly,2
"wow, so x-men was pretty much amazing. i 2 wolverine.",2
ok.  i got my nails done to day an the are sweet.,1
"Awake, man, i need to go to sleep, i gots to wake up early for church tomorow.",1
@Jaimie_tv LOL no girl I'm only 17! Too young for college! But yay congrats to us  where does downtown graduate at?,1
Gave my dog a bath &amp; and then jumped in the mud - gotta 2 it!,2
@Djsparkx lmao yeaa iight n u shuld put tha c.b flick up w. Panties on ur head .. juss a joke,1
"2D AP Tour in Columbus, OH last night! I'm still exhausted! Goin to bed now so sweet dreams!! gnight!!",1
perkinz..  idk wat after dat tho. maybe sum SEX. lol,1
"@MeredthSalenger Ur so cute..I'm a fan of Dream A Little Dream, This Kiss and appearances like in Dawson's Creek  Make more flicks!",1
- had a great time at the 'block party' - so did mackenzie,4
"P9 for Danica and your team... Not the end of the world, now is just hopes for a great race",1
@mandiengram Ha! Did she find out? The only thing Google came up with was some database acronym and &quot;dibbs&quot; on the front seat aka shotgun,5
http://twitpic.com/4wi9p - playing with ethan. i 2 you baby,2
"@MichelleMontana lol..well..no. I've had insomnia since I was 23 :-/ &amp; since then dont sleep a lot of hours, but the ones I do are great!",4
@chrisfromracine That's for sure. That's why I intentionally turn my thought processes to the silly,5
My dad's drunk off his ass. Today was successful.,4
Rey Mysterio is so awesome,1
"Happy Mother's Day to all the amazing women who put up with us crazy, demanding children. Thank you.  Very very much.",2
"@princessdeleon AWESOME! It feels very fulfilling, doesn't it?  I'm gonna work on SOOOO many people over the summer! Totally excited!",1
"just woke up, having coffee, listening to Music, reading RSS...Sunday feels great",1
"Yep, this is about as &quot;boonies&quot; as it gets, if you look at the map   In transition. Gotta find a place and a job. - http://bkite.com/07kjR",4
@mimicariad Socksy's just plucky and independent to Caspar's lazy and attention seeking,3
just had an awesome Girl Scout Day at Dodger stadium with two awesome olympic athletes Joanna Hayes and Heather Bown!  And we won!,1
@claudiaintouch Yeah! I want it too. I 2 that &quot;Falling Slowly&quot; song. It keeps playing in my head.,2
this is how we do itttt,0
happy mother's day!,2
@rickyhorror but I don't want to hurt you,2
beach...yummy steak and catching up on 'lost' with my man...2ly day,1
@CiaoBella50 Evening! How are you this Sat night?,1
@shoshanabean im following because of @conorclancy  yaaaaaay conor!,2
a bedtime story pls....,3
I 2 my memories. It's almost like re-reading my favourite book all over again,2
@meesabythewater thank you so much,1
"@LindzluvsNKOTB I'm not going on the cruise. Wish I was, but I'm just going on vacation. Thanks though",1
@positron76 cant fuckin wait mate!!! it is goin to fantastic. its made my week,2
be sure to tell your Mom you 2 her and thank her for putting up with you!,2
@lightgood thank you  You too! I hope this turns out to be a top week for you.,4
Come on Vancouver. Throwing stuff onto the ice? I thought you Canucks were supposed to be all polite and stuff?,1
@thewildjoker I selected 4 people today out of my list. Out of 300 or so I picked the 4 that made me laugh!,2
making margaritas and about to watch Milk. Good times,1
Just downloaded music for over an hour.  2 when that happens,2
@ahecht25 Thanks Amy!  That video is so awesome!  Did you see TMH?  He's amazing in that too!! Bouncy Bouncy Bouncy!!!,2
im gettin off nd watch a movie nd have a couple of drinks nd shots   ill try 2 get get back on if i can,4
@JonathanRKnight het there r u finished cleaning your pond? u shouldn't stay too long u will get all wrinkled up!! kidding,1
Soo Tired. My head hurts. I 2 Andy sooooo much!,0
Just ordered henna! I'll be a redhead again in a few weeks.,1
"off to bed, I will have pics of the newly finished hat in the afternoon! yea its all done  Night yall!",1
was busy talking with mom and bhabhi.. they liked the cards bro and me made for them  now waiting for sis to get back from Church..,2
@Dog_EaredPages Yay!  I can't wait to come in the bookstore and gets some new books,1
Happy mothers day!,2
X-men movie was pretty good. Kinda predictable @ points but good action sequences,2
@em1234 hahhaha indeed  kinda like the spoon... hahaha,1
@johncmayer That widewale courduroy'll get ya everytime!,1
is drinking. Yay!,1
"Landon now announces, &quot;Big poopy coming!&quot; every time. I'm just waiting for him to yell that in a store for the first time",1
@im1sizee and jarita i'm going home now and i'm with two hot guys  drool.,0
Just have to say again how much I like the new twitteriffic,2
@SouthPhilly_Mel thanks that was nice of u and I appreciate u,1
I 2 All Time Low,2
i look like a horse in my sam's club card picture because i couldn't find my hair brush. hahaha possibly getting noah tomorrow,1
I truly praise God for my mom-the greatest mother in the world  Happy mother's day to all of the mothers reading this. Enjoy your day!,2
hanging out with Dan and Brian in my room for my last night,4
"finished!  took me about two hours, but i got a &quot;B&quot; on it",3
HaPPy Mothers Day!!!,2
"@NightShade10 Wooops! Meant I agree with Boomstone..trying 2 reply 2 both, LOL. Happy Mothers Day to you as well!  TTY soon!",1
Watching the Twins handle the Mariners again!! Whoo-hoo!!!  Tony http://www.trustyfotografie.com,1
@findingurstyle lol it's 1ny but it's not the back... it's all in the legs ;) and I've never hurt my back! Thank God!  Thanks 4 watchin!,4
Ugh what an amazing night. Time for bed! I know i'm gonna sleep well. And with no getting up early!  good night!,2
Omg amazing twist! This is a crazy awesome movie,5
"@AClockworkToad yw, it gets really hot there in the middle of the summer like 110+ but right now its perfect! and less then an hour away.",1
@tamamic - Definitely following @TorontoStarMaps - I've been &quot;following&quot; the creator of this feature since 2005!,2
@QueenofSpain Good night Erin!  i wouldn't say that this is early or that you are old.,1
if tonight was anything like summer i cant wait,4
"@facit Hahaha. No, I haven't. I think I'll reserve it for next weekend. Have some paperwork to do. Or maybe tonight!",1
that was reallly good,1
Spending QT with the hubby,1
haha so bored...but happy mothers day!,1
@MrPresident92 I was just about to put in &quot;@&quot; and then my username.. Wow.,2
only got 22.90 in tips last night.. (N) but he earned bulk money anywho,4
OK its official I&quot;M OLD! at least I feel likewise OLD &amp; TIREDD &amp; WASTED!!,4
Writing Mother's Day cards for my mom and gran...  hurray!,2
Going to bed! Happy mother's day for every mom here!,1
@Buchautor thanks for the follow friday,1
@David_Henrie you are amazingg. replyy! it's a dream come true if you would reply to me,2
"@ashleynewcomb Oh yeah, lots of rambly goodness. LOL You have mail.  Bed? This is early for me. ;) Probably why I'm an insomniac, huh?",1
@laurenconrad http://twitpic.com/4wh4d - LAUREN is AMAZING....well from what I see on the hills lol  Seem like a great friend to have!!,1
@tabbycat224 yay!,2
awesome night in the city,5
Playing cards with my niece.,1
"we finally hit 1,000 friends! thanks!",1
hey chelsee its amiera!   &lt;ufc&gt;,1
Happy mothers day mom!!!  i 2 you.,2
praying the rosary with my family!,2
omg patron is 1ofmy FAVS  @NOEL4PRESIDENT im so jealous icant do 10 but i can do 5 so make it 15  so serious im in alabama visitin fam,5
watching &quot;Look for a Star&quot; with mom again  lub ah C hehe,1
@TheBeatles Time to reissue all @TheBeatles albums on vinyl!  yesss! that would be fab! fab! fab!,5
@VancityAllie they shall win,1
how r u feeling? and when r u guys coming back to canad?... come to vancouver!,2
Hanging with kevin tomorrow!  out goes being productive.,1
In weho! They're are playing a lot of brit,1
